LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
8958,ABANDONED BUILDING,Building,54,RIVERDALE,Far Southeast Side,South Side
8969,AIRPORT TERMINAL UPPER LEVEL-NON-SECURE AREA,Air Travel,54,RIVERDALE,Far Southeast Side,South Side
8974,ALLEY,Outside,54,RIVERDALE,Far Southeast Side,South Side
8975,ANIMAL HOSPITAL,Business,54,RIVERDALE,Far Southeast Side,South Side
8976,APARTMENT,Apartment,54,RIVERDALE,Far Southeast Side,South Side
8977,APPLIANCE STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
8978,ATHLETIC CLUB,Business,54,RIVERDALE,Far Southeast Side,South Side
8979,ATM (AUTOMATIC TELLER MACHINE),Outside,54,RIVERDALE,Far Southeast Side,South Side
8980,AUTO,Transportation,54,RIVERDALE,Far Southeast Side,South Side
8981,AUTO/BOAT/RV DEALERSHIP,Business,54,RIVERDALE,Far Southeast Side,South Side
8982,BANK,Business,54,RIVERDALE,Far Southeast Side,South Side
8984,BAR OR TAVERN,Business,54,RIVERDALE,Far Southeast Side,South Side
8985,BARBERSHOP,Business,54,RIVERDALE,Far Southeast Side,South Side
8989,BOAT/WATERCRAFT,Transportation,54,RIVERDALE,Far Southeast Side,South Side
8991,BRIDGE,Outside,54,RIVERDALE,Far Southeast Side,South Side
8992,CAR WASH,Business,54,RIVERDALE,Far Southeast Side,South Side
8994,CHA APARTMENT,Apartment,54,RIVERDALE,Far Southeast Side,South Side
8996,CHA GROUNDS,Outside,54,RIVERDALE,Far Southeast Side,South Side
8998,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,54,RIVERDALE,Far Southeast Side,South Side
9000,CHA PARKING LOT,Outside,54,RIVERDALE,Far Southeast Side,South Side
9001,CHA PARKING LOT/GROUNDS,Outside,54,RIVERDALE,Far Southeast Side,South Side
9002,CHA PLAY LOT,Outside,54,RIVERDALE,Far Southeast Side,South Side
9005,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,54,RIVERDALE,Far Southeast Side,South Side
9009,COIN OPERATED MACHINE,Business,54,RIVERDALE,Far Southeast Side,South Side
9012,COMMERCIAL/BUSINESS OFFICE,Business,54,RIVERDALE,Far Southeast Side,South Side
9013,CONSTRUCTION SITE,Business,54,RIVERDALE,Far Southeast Side,South Side
9014,CONVENIENCE STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9018,CTA BUS,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9019,CTA BUS STOP,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9020,CTA GARAGE/OTHER PROPERTY,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9021,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9029,DAY CARE CENTER,Business,54,RIVERDALE,Far Southeast Side,South Side
9031,DEPARTMENT STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9032,DRIVEWAY,Outside,54,RIVERDALE,Far Southeast Side,South Side
9033,DRIVEWAY-RESIDENTIAL,Outside,54,RIVERDALE,Far Southeast Side,South Side
9034,DRUG STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9037,FACTORY/MANUFACTURING BUILDING,Business,54,RIVERDALE,Far Southeast Side,South Side
9040,FIRE STATION,Business,54,RIVERDALE,Far Southeast Side,South Side
9041,FOREST PRESERVE,Outside,54,RIVERDALE,Far Southeast Side,South Side
9045,GAS STATION,Business,54,RIVERDALE,Far Southeast Side,South Side
9048,GOVERNMENT BUILDING/PROPERTY,Business,54,RIVERDALE,Far Southeast Side,South Side
9049,GROCERY FOOD STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9051,HIGHWAY/EXPRESSWAY,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9054,HOSPITAL BUILDING/GROUNDS,Business,54,RIVERDALE,Far Southeast Side,South Side
9057,HOUSE,Residence,54,RIVERDALE,Far Southeast Side,South Side
9062,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,54,RIVERDALE,Far Southeast Side,South Side
9064,LIBRARY,Business,54,RIVERDALE,Far Southeast Side,South Side
9066,MEDICAL/DENTAL OFFICE,Business,54,RIVERDALE,Far Southeast Side,South Side
9072,Not Specified,Not Specified,54,RIVERDALE,Far Southeast Side,South Side
9073,OFFICE,Building,54,RIVERDALE,Far Southeast Side,South Side
9074,OTHER,Other,54,RIVERDALE,Far Southeast Side,South Side
9075,OTHER (SPECIFY),Other,54,RIVERDALE,Far Southeast Side,South Side
9076,OTHER COMMERCIAL TRANSPORTATION,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9077,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9078,PARK PROPERTY,Outside,54,RIVERDALE,Far Southeast Side,South Side
9079,PARKING LOT,Outside,54,RIVERDALE,Far Southeast Side,South Side
9080,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,54,RIVERDALE,Far Southeast Side,South Side
9083,POLICE FACILITY/VEHICLE PARKING LOT,Business,54,RIVERDALE,Far Southeast Side,South Side
9084,POOLROOM,Business,54,RIVERDALE,Far Southeast Side,South Side
9085,PORCH,Residence,54,RIVERDALE,Far Southeast Side,South Side
9088,RESIDENCE,Residence,54,RIVERDALE,Far Southeast Side,South Side
9089,RESIDENCE-GARAGE,Residence,54,RIVERDALE,Far Southeast Side,South Side
9090,RESIDENCE-PORCH/HALLWAY,Residence,54,RIVERDALE,Far Southeast Side,South Side
9091,RESIDENCE-YARD (FRONT/BACK),Residence,54,RIVERDALE,Far Southeast Side,South Side
9092,RESTAURANT,Business,54,RIVERDALE,Far Southeast Side,South Side
9099,SCHOOL-PRIVATE BUILDING,Business,54,RIVERDALE,Far Southeast Side,South Side
9100,SCHOOL-PRIVATE GROUNDS,Outside,54,RIVERDALE,Far Southeast Side,South Side
9101,SCHOOL-PUBLIC BUILDING,Business,54,RIVERDALE,Far Southeast Side,South Side
9102,SCHOOL-PUBLIC GROUNDS,Outside,54,RIVERDALE,Far Southeast Side,South Side
9103,SIDEWALK,Outside,54,RIVERDALE,Far Southeast Side,South Side
9104,SMALL RETAIL STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9105,SPORTS ARENA/STADIUM,Business,54,RIVERDALE,Far Southeast Side,South Side
9107,STREET,Street,54,RIVERDALE,Far Southeast Side,South Side
9109,TAVERN/LIQUOR STORE,Business,54,RIVERDALE,Far Southeast Side,South Side
9110,TAXICAB,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9114,VACANT LOT/LAND,Outside,54,RIVERDALE,Far Southeast Side,South Side
9115,VEHICLE NON-COMMERCIAL,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9116,VEHICLE-COMMERCIAL,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9119,VEHICLE-DELIVERY TRUCK,Transportation,54,RIVERDALE,Far Southeast Side,South Side
9121,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,54,RIVERDALE,Far Southeast Side,South Side
9123,WAREHOUSE,Business,54,RIVERDALE,Far Southeast Side,South Side
9124,WOODED AREA,Outside,54,RIVERDALE,Far Southeast Side,South Side
9125,YARD,Outside,54,RIVERDALE,Far Southeast Side,South Side
9127,ABANDONED BUILDING,Building,55,HEGEWISCH,Far Southeast Side,South Side
9143,ALLEY,Outside,55,HEGEWISCH,Far Southeast Side,South Side
9144,ANIMAL HOSPITAL,Business,55,HEGEWISCH,Far Southeast Side,South Side
9145,APARTMENT,Apartment,55,HEGEWISCH,Far Southeast Side,South Side
9147,ATHLETIC CLUB,Business,55,HEGEWISCH,Far Southeast Side,South Side
9148,ATM (AUTOMATIC TELLER MACHINE),Outside,55,HEGEWISCH,Far Southeast Side,South Side
9149,AUTO,Transportation,55,HEGEWISCH,Far Southeast Side,South Side
9150,AUTO/BOAT/RV DEALERSHIP,Business,55,HEGEWISCH,Far Southeast Side,South Side
9151,BANK,Business,55,HEGEWISCH,Far Southeast Side,South Side
9153,BAR OR TAVERN,Business,55,HEGEWISCH,Far Southeast Side,South Side
