Community Area,Major Region,Major SubRegion,Community Area ID,Year,Population
SOUTH DEERING,South Side,Far Southeast Side,51,2015,15305
SOUTH DEERING,South Side,Far Southeast Side,51,2016,15232
SOUTH DEERING,South Side,Far Southeast Side,51,2017,15141
SOUTH DEERING,South Side,Far Southeast Side,51,2018,15049
SOUTH DEERING,South Side,Far Southeast Side,51,2019,14958
SOUTH DEERING,South Side,Far Southeast Side,51,2020,15109
SOUTH DEERING,South Side,Far Southeast Side,51,2021,14775
SOUTH DEERING,South Side,Far Southeast Side,51,2022,14683
SOUTH DEERING,South Side,Far Southeast Side,51,2023,14592
SOUTH LAWNDALE,West Side,West Side,30,2000,91071
SOUTH LAWNDALE,West Side,West Side,30,2010,79288
SOUTH LAWNDALE,West Side,West Side,30,2011,79877
SOUTH LAWNDALE,West Side,West Side,30,2012,79119
SOUTH LAWNDALE,West Side,West Side,30,2013,78360
SOUTH LAWNDALE,West Side,West Side,30,2014,72881
SOUTH LAWNDALE,West Side,West Side,30,2015,73826
SOUTH LAWNDALE,West Side,West Side,30,2016,76083
SOUTH LAWNDALE,West Side,West Side,30,2017,75324
SOUTH LAWNDALE,West Side,West Side,30,2018,74565
SOUTH LAWNDALE,West Side,West Side,30,2019,73806
SOUTH LAWNDALE,West Side,West Side,30,2020,79288
SOUTH LAWNDALE,West Side,West Side,30,2021,72288
SOUTH LAWNDALE,West Side,West Side,30,2022,71529
SOUTH LAWNDALE,West Side,West Side,30,2023,70770
SOUTH SHORE,South Side,South Side,43,2000,61556
SOUTH SHORE,South Side,South Side,43,2010,49767
SOUTH SHORE,South Side,South Side,43,2011,53644
SOUTH SHORE,South Side,South Side,43,2012,53147
SOUTH SHORE,South Side,South Side,43,2013,52650
SOUTH SHORE,South Side,South Side,43,2014,51450
SOUTH SHORE,South Side,South Side,43,2015,51451
SOUTH SHORE,South Side,South Side,43,2016,51161
SOUTH SHORE,South Side,South Side,43,2017,50664
SOUTH SHORE,South Side,South Side,43,2018,50168
SOUTH SHORE,South Side,South Side,43,2019,49671
SOUTH SHORE,South Side,South Side,43,2020,52010
SOUTH SHORE,South Side,South Side,43,2021,48678
SOUTH SHORE,South Side,South Side,43,2022,48181
SOUTH SHORE,South Side,South Side,43,2023,47685
UPTOWN,North Side,Far North Side,3,2000,63551
UPTOWN,North Side,Far North Side,3,2010,56362
UPTOWN,North Side,Far North Side,3,2011,57428
UPTOWN,North Side,Far North Side,3,2012,57011
UPTOWN,North Side,Far North Side,3,2013,56594
UPTOWN,North Side,Far North Side,3,2014,54062
UPTOWN,North Side,Far North Side,3,2015,55137
UPTOWN,North Side,Far North Side,3,2016,55342
UPTOWN,North Side,Far North Side,3,2017,54924
UPTOWN,North Side,Far North Side,3,2018,54507
UPTOWN,North Side,Far North Side,3,2019,54090
UPTOWN,North Side,Far North Side,3,2020,56362
UPTOWN,North Side,Far North Side,3,2021,53255
UPTOWN,North Side,Far North Side,3,2022,52838
UPTOWN,North Side,Far North Side,3,2023,52420
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2000,29843
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2010,26493
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2011,27410
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2012,27242
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2013,27074
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2014,26435
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2015,27116
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2016,26572
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2017,26404
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2018,26237
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2019,26069
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2020,26493
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2021,25734
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2022,25567
WASHINGTON HEIGHTS,South Side,Far Southwest Side,73,2023,25399
WASHINGTON PARK,South Side,South Side,40,2000,14146
WASHINGTON PARK,South Side,South Side,40,2010,11717
WASHINGTON PARK,South Side,South Side,40,2011,12360
WASHINGTON PARK,South Side,South Side,40,2012,12236
WASHINGTON PARK,South Side,South Side,40,2013,12113
WASHINGTON PARK,South Side,South Side,40,2014,11647
WASHINGTON PARK,South Side,South Side,40,2015,12081
WASHINGTON PARK,South Side,South Side,40,2016,11744
WASHINGTON PARK,South Side,South Side,40,2017,11621
WASHINGTON PARK,South Side,South Side,40,2018,11498
WASHINGTON PARK,South Side,South Side,40,2019,11375
WASHINGTON PARK,South Side,South Side,40,2020,11717
WASHINGTON PARK,South Side,South Side,40,2021,11129
WASHINGTON PARK,South Side,South Side,40,2022,11006
WASHINGTON PARK,South Side,South Side,40,2023,10883
WEST ELSDON,South Side,Southwest Side,62,2000,15921
WEST ELSDON,South Side,Southwest Side,62,2010,18109
WEST ELSDON,South Side,Southwest Side,62,2011,17997
WEST ELSDON,South Side,Southwest Side,62,2012,18138
WEST ELSDON,South Side,Southwest Side,62,2013,18279
WEST ELSDON,South Side,Southwest Side,62,2014,19192
WEST ELSDON,South Side,Southwest Side,62,2015,19219
WEST ELSDON,South Side,Southwest Side,62,2016,18703
WEST ELSDON,South Side,Southwest Side,62,2017,18844
WEST ELSDON,South Side,Southwest Side,62,2018,18985
WEST ELSDON,South Side,Southwest Side,62,2019,19127
WEST ELSDON,South Side,Southwest Side,62,2020,18109
WEST ELSDON,South Side,Southwest Side,62,2021,19409
WEST ELSDON,South Side,Southwest Side,62,2022,19550
WEST ELSDON,South Side,Southwest Side,62,2023,19692
WEST ENGLEWOOD,South Side,Southwest Side,67,2000,45282
WEST ENGLEWOOD,South Side,Southwest Side,67,2010,35505
WEST ENGLEWOOD,South Side,Southwest Side,67,2011,37002
WEST ENGLEWOOD,South Side,Southwest Side,67,2012,36429
WEST ENGLEWOOD,South Side,Southwest Side,67,2013,35856
WEST ENGLEWOOD,South Side,Southwest Side,67,2014,34272
WEST ENGLEWOOD,South Side,Southwest Side,67,2015,32156
WEST ENGLEWOOD,South Side,Southwest Side,67,2016,34137
WEST ENGLEWOOD,South Side,Southwest Side,67,2017,33564
WEST ENGLEWOOD,South Side,Southwest Side,67,2018,32991
WEST ENGLEWOOD,South Side,Southwest Side,67,2019,32418
WEST ENGLEWOOD,South Side,Southwest Side,67,2020,35505
WEST ENGLEWOOD,South Side,Southwest Side,67,2021,31272
WEST ENGLEWOOD,South Side,Southwest Side,67,2022,30699
WEST ENGLEWOOD,South Side,Southwest Side,67,2023,30127
WEST GARFIELD PARK,West Side,West Side,26,2000,23019
WEST GARFIELD PARK,West Side,West Side,26,2010,18001
WEST GARFIELD PARK,West Side,West Side,26,2011,19338
WEST GARFIELD PARK,West Side,West Side,26,2012,19079
WEST GARFIELD PARK,West Side,West Side,26,2013,18821
WEST GARFIELD PARK,West Side,West Side,26,2014,18894
WEST GARFIELD PARK,West Side,West Side,26,2015,17742
WEST GARFIELD PARK,West Side,West Side,26,2016,18046
WEST GARFIELD PARK,West Side,West Side,26,2017,17787
WEST GARFIELD PARK,West Side,West Side,26,2018,17529
WEST GARFIELD PARK,West Side,West Side,26,2019,17271
WEST GARFIELD PARK,West Side,West Side,26,2020,18001
WEST GARFIELD PARK,West Side,West Side,26,2021,16754
WEST GARFIELD PARK,West Side,West Side,26,2022,16496
WEST GARFIELD PARK,West Side,West Side,26,2023,16237
WEST LAWN,South Side,Southwest Side,65,2000,29235
WEST LAWN,South Side,Southwest Side,65,2010,33355
WEST LAWN,South Side,Southwest Side,65,2011,32267
WEST LAWN,South Side,Southwest Side,65,2012,32475
WEST LAWN,South Side,Southwest Side,65,2013,32684
WEST LAWN,South Side,Southwest Side,65,2014,33477
WEST LAWN,South Side,Southwest Side,65,2015,32749
WEST LAWN,South Side,Southwest Side,65,2016,33311
WEST LAWN,South Side,Southwest Side,65,2017,33520
WEST LAWN,South Side,Southwest Side,65,2018,33728
WEST LAWN,South Side,Southwest Side,65,2019,33937
WEST LAWN,South Side,Southwest Side,65,2020,33355
WEST LAWN,South Side,Southwest Side,65,2021,34355
WEST LAWN,South Side,Southwest Side,65,2022,34564
WEST LAWN,South Side,Southwest Side,65,2023,34773
WEST PULLMAN,South Side,Far Southeast Side,53,2000,36649
WEST PULLMAN,South Side,Far Southeast Side,53,2010,29651
WEST PULLMAN,South Side,Far Southeast Side,53,2011,30745
WEST PULLMAN,South Side,Far Southeast Side,53,2012,30339
WEST PULLMAN,South Side,Far Southeast Side,53,2013,29934
WEST PULLMAN,South Side,Far Southeast Side,53,2014,28171
WEST PULLMAN,South Side,Far Southeast Side,53,2015,27982
WEST PULLMAN,South Side,Far Southeast Side,53,2016,28717
WEST PULLMAN,South Side,Far Southeast Side,53,2017,28311
WEST PULLMAN,South Side,Far Southeast Side,53,2018,27906
WEST PULLMAN,South Side,Far Southeast Side,53,2019,27500
WEST PULLMAN,South Side,Far Southeast Side,53,2020,29651
WEST PULLMAN,South Side,Far Southeast Side,53,2021,26689
WEST PULLMAN,South Side,Far Southeast Side,53,2022,26283
WEST PULLMAN,South Side,Far Southeast Side,53,2023,25878
WEST RIDGE,North Side,Far North Side,2,2000,73199
WEST RIDGE,North Side,Far North Side,2,2010,71942
WEST RIDGE,North Side,Far North Side,2,2011,72503
WEST RIDGE,North Side,Far North Side,2,2012,72452
WEST RIDGE,North Side,Far North Side,2,2013,72400
WEST RIDGE,North Side,Far North Side,2,2014,73019
WEST RIDGE,North Side,Far North Side,2,2015,72211
WEST RIDGE,North Side,Far North Side,2,2016,72245
WEST RIDGE,North Side,Far North Side,2,2017,72194
WEST RIDGE,North Side,Far North Side,2,2018,72142
WEST RIDGE,North Side,Far North Side,2,2019,72090
WEST RIDGE,North Side,Far North Side,2,2020,71942
WEST RIDGE,North Side,Far North Side,2,2021,71987
WEST RIDGE,North Side,Far North Side,2,2022,71936
WEST RIDGE,North Side,Far North Side,2,2023,71884
WEST TOWN,West Side,West Side,24,2000,87435
WEST TOWN,West Side,West Side,24,2010,81432
WEST TOWN,West Side,West Side,24,2011,84690
WEST TOWN,West Side,West Side,24,2012,84513
WEST TOWN,West Side,West Side,24,2013,84335
WEST TOWN,West Side,West Side,24,2014,85211
WEST TOWN,West Side,West Side,24,2015,86429
WEST TOWN,West Side,West Side,24,2016,83802
WEST TOWN,West Side,West Side,24,2017,83624
WEST TOWN,West Side,West Side,24,2018,83447
WEST TOWN,West Side,West Side,24,2019,83269
WEST TOWN,West Side,West Side,24,2020,82236
WEST TOWN,West Side,West Side,24,2021,82914
WEST TOWN,West Side,West Side,24,2022,82736
WEST TOWN,West Side,West Side,24,2023,82558
WOODLAWN,South Side,South Side,42,2000,27086
WOODLAWN,South Side,South Side,42,2010,25983
WOODLAWN,South Side,South Side,42,2011,24912
WOODLAWN,South Side,South Side,42,2012,24715
WOODLAWN,South Side,South Side,42,2013,24519
WOODLAWN,South Side,South Side,42,2014,22817
WOODLAWN,South Side,South Side,42,2015,24150
WOODLAWN,South Side,South Side,42,2016,23928
WOODLAWN,South Side,South Side,42,2017,23731
WOODLAWN,South Side,South Side,42,2018,23535
WOODLAWN,South Side,South Side,42,2019,23338
WOODLAWN,South Side,South Side,42,2020,23740
WOODLAWN,South Side,South Side,42,2021,22944
WOODLAWN,South Side,South Side,42,2022,22747
WOODLAWN,South Side,South Side,42,2023,22551
