DateID,Date,Year,Month,Day,Month-Year,Day-Month-Year,ChicagoFiscalYear,IllinoisFiscalYear,Federal Holiday,DayOfWeek,Weekend,MinTemp(F),MaxTemp(F),New Snow,Snow Depth,Precipitation
1012,10/8/2014,2014,10,8,10_2014,08_10_2014,2014,2015,,Wednesday,weekday,44,65,0,0,0
1013,10/9/2014,2014,10,9,10_2014,09_10_2014,2014,2015,,Thursday,weekday,43,62,0,0,0
1014,10/10/2014,2014,10,10,10_2014,10_10_2014,2014,2015,,Friday,weekday,39,58,0,0,0
1015,10/11/2014,2014,10,11,10_2014,11_10_2014,2014,2015,,Saturday,weekend,36,59,0,0,0
1016,10/12/2014,2014,10,12,10_2014,12_10_2014,2014,2015,,Sunday,weekend,38,63,0,0,0.01
1017,10/13/2014,2014,10,13,10_2014,13_10_2014,2014,2015,Columbus Day,Monday,weekday,56,67,0,0,0.64
1018,10/14/2014,2014,10,14,10_2014,14_10_2014,2014,2015,,Tuesday,weekday,52,65,0,0,0.65
1019,10/15/2014,2014,10,15,10_2014,15_10_2014,2014,2015,,Wednesday,weekday,50,55,0,0,0.05
1020,10/16/2014,2014,10,16,10_2014,16_10_2014,2014,2015,,Thursday,weekday,50,56,0,0,0.001
1021,10/17/2014,2014,10,17,10_2014,17_10_2014,2014,2015,,Friday,weekday,48,62,0,0,0.001
1022,10/18/2014,2014,10,18,10_2014,18_10_2014,2014,2015,,Saturday,weekend,36,50,0,0,0.01
1023,10/19/2014,2014,10,19,10_2014,19_10_2014,2014,2015,,Sunday,weekend,33,54,0,0,0
1024,10/20/2014,2014,10,20,10_2014,20_10_2014,2014,2015,,Monday,weekday,46,65,0,0,0.01
1025,10/21/2014,2014,10,21,10_2014,21_10_2014,2014,2015,,Tuesday,weekday,45,53,0,0,0
1026,10/22/2014,2014,10,22,10_2014,22_10_2014,2014,2015,,Wednesday,weekday,35,56,0,0,0
1027,10/23/2014,2014,10,23,10_2014,23_10_2014,2014,2015,,Thursday,weekday,36,59,0,0,0
1028,10/24/2014,2014,10,24,10_2014,24_10_2014,2014,2015,,Friday,weekday,52,67,0,0,0
1029,10/25/2014,2014,10,25,10_2014,25_10_2014,2014,2015,,Saturday,weekend,49,72,0,0,0
1030,10/26/2014,2014,10,26,10_2014,26_10_2014,2014,2015,,Sunday,weekend,42,64,0,0,0
1031,10/27/2014,2014,10,27,10_2014,27_10_2014,2014,2015,,Monday,weekday,51,77,0,0,0
1032,10/28/2014,2014,10,28,10_2014,28_10_2014,2014,2015,,Tuesday,weekday,45,68,0,0,0.001
1033,10/29/2014,2014,10,29,10_2014,29_10_2014,2014,2015,,Wednesday,weekday,36,49,0,0,0
1034,10/30/2014,2014,10,30,10_2014,30_10_2014,2014,2015,,Thursday,weekday,32,51,0,0,0
1035,10/31/2014,2014,10,31,10_2014,31_10_2014,2014,2015,,Friday,weekday,33,47,0.1,0,0.03
1036,11/1/2014,2014,11,1,11_2014,01_11_2014,2014,2015,,Saturday,weekend,29,43,0,0,0
1037,11/2/2014,2014,11,2,11_2014,02_11_2014,2014,2015,,Sunday,weekend,25,51,0,0,0
1038,11/3/2014,2014,11,3,11_2014,03_11_2014,2014,2015,,Monday,weekday,43,62,0,0,0
1039,11/4/2014,2014,11,4,11_2014,04_11_2014,2014,2015,,Tuesday,weekday,44,60,0,0,0.001
1040,11/5/2014,2014,11,5,11_2014,05_11_2014,2014,2015,,Wednesday,weekday,34,60,0,0,0.001
1041,11/6/2014,2014,11,6,11_2014,06_11_2014,2014,2015,,Thursday,weekday,38,51,0,0,0.001
1042,11/7/2014,2014,11,7,11_2014,07_11_2014,2014,2015,,Friday,weekday,29,43,0,0,0
1043,11/8/2014,2014,11,8,11_2014,08_11_2014,2014,2015,,Saturday,weekend,36,47,0,0,0.01
1044,11/9/2014,2014,11,9,11_2014,09_11_2014,2014,2015,,Sunday,weekend,35,52,0,0,0.001
1045,11/10/2014,2014,11,10,11_2014,10_11_2014,2014,2015,,Monday,weekday,41,62,0,0,0
1046,11/11/2014,2014,11,11,11_2014,11_11_2014,2014,2015,Veterans Day,Tuesday,weekday,31,58,0,0,0.21
1047,11/12/2014,2014,11,12,11_2014,12_11_2014,2014,2015,,Wednesday,weekday,24,31,0.001,0,0.001
1048,11/13/2014,2014,11,13,11_2014,13_11_2014,2014,2015,,Thursday,weekday,24,29,0.001,0,0.001
1049,11/14/2014,2014,11,14,11_2014,14_11_2014,2014,2015,,Friday,weekday,21,27,0.001,0,0.001
1050,11/15/2014,2014,11,15,11_2014,15_11_2014,2014,2015,,Saturday,weekend,17,31,1.4,0,0.04
1051,11/16/2014,2014,11,16,11_2014,16_11_2014,2014,2015,,Sunday,weekend,18,31,0.2,0,0.01
1052,11/17/2014,2014,11,17,11_2014,17_11_2014,2014,2015,,Monday,weekday,11,21,0.3,0,0.001
1053,11/18/2014,2014,11,18,11_2014,18_11_2014,2014,2015,,Tuesday,weekday,9,19,0.001,0,0.001
1054,11/19/2014,2014,11,19,11_2014,19_11_2014,2014,2015,,Wednesday,weekday,17,32,0.001,0,0.001
1055,11/20/2014,2014,11,20,11_2014,20_11_2014,2014,2015,,Thursday,weekday,14,27,0,0,0
1056,11/21/2014,2014,11,21,11_2014,21_11_2014,2014,2015,,Friday,weekday,7,35,0,0,0
1057,11/22/2014,2014,11,22,11_2014,22_11_2014,2014,2015,,Saturday,weekend,33,52,0,0,0.07
1058,11/23/2014,2014,11,23,11_2014,23_11_2014,2014,2015,,Sunday,weekend,48,52,0,0,0.63
1059,11/24/2014,2014,11,24,11_2014,24_11_2014,2014,2015,,Monday,weekday,24,49,0.7,0,0.43
1060,11/25/2014,2014,11,25,11_2014,25_11_2014,2014,2015,,Tuesday,weekday,18,26,0.2,0,0.01
1061,11/26/2014,2014,11,26,11_2014,26_11_2014,2014,2015,,Wednesday,weekday,17,29,0.001,0,0.001
1062,11/27/2014,2014,11,27,11_2014,27_11_2014,2014,2015,Thanksgiving Day,Thursday,weekday,15,27,0.001,T,0.001
1063,11/28/2014,2014,11,28,11_2014,28_11_2014,2014,2015,,Friday,weekday,18,34,0.001,0,0.001
1064,11/29/2014,2014,11,29,11_2014,29_11_2014,2014,2015,,Saturday,weekend,29,51,0,0,0
1065,11/30/2014,2014,11,30,11_2014,30_11_2014,2014,2015,,Sunday,weekend,24,50,0,0,0.001
1066,12/1/2014,2014,12,1,12_2014,01_12_2014,2014,2015,,Monday,weekday,18,25,0,0,0
1067,12/2/2014,2014,12,2,12_2014,02_12_2014,2014,2015,,Tuesday,weekday,18,34,0.001,0,0.001
1068,12/3/2014,2014,12,3,12_2014,03_12_2014,2014,2015,,Wednesday,weekday,24,37,0,0,0
1069,12/4/2014,2014,12,4,12_2014,04_12_2014,2014,2015,,Thursday,weekday,23,35,0,0,0
1070,12/5/2014,2014,12,5,12_2014,05_12_2014,2014,2015,,Friday,weekday,32,40,0,0,0
1071,12/6/2014,2014,12,6,12_2014,06_12_2014,2014,2015,,Saturday,weekend,26,40,0,0,0
1072,12/7/2014,2014,12,7,12_2014,07_12_2014,2014,2015,,Sunday,weekend,26,36,0,0,0
1073,12/8/2014,2014,12,8,12_2014,08_12_2014,2014,2015,,Monday,weekday,32,37,0.001,0,0.2
1074,12/9/2014,2014,12,9,12_2014,09_12_2014,2014,2015,,Tuesday,weekday,31,38,0,0,0.001
1075,12/10/2014,2014,12,10,12_2014,10_12_2014,2014,2015,,Wednesday,weekday,28,33,0.001,0,0.001
1076,12/11/2014,2014,12,11,12_2014,11_12_2014,2014,2015,,Thursday,weekday,23,32,0,0,0
1077,12/12/2014,2014,12,12,12_2014,12_12_2014,2014,2015,,Friday,weekday,23,37,0.001,0,0.001
1078,12/13/2014,2014,12,13,12_2014,13_12_2014,2014,2015,,Saturday,weekend,35,47,0,0,0
1079,12/14/2014,2014,12,14,12_2014,14_12_2014,2014,2015,,Sunday,weekend,45,50,0,0,0.001
1080,12/15/2014,2014,12,15,12_2014,15_12_2014,2014,2015,,Monday,weekday,42,46,0,0,0.06
1081,12/16/2014,2014,12,16,12_2014,16_12_2014,2014,2015,,Tuesday,weekday,29,45,0,0,0.02
1082,12/17/2014,2014,12,17,12_2014,17_12_2014,2014,2015,,Wednesday,weekday,24,29,0.001,0,0.001
1083,12/18/2014,2014,12,18,12_2014,18_12_2014,2014,2015,,Thursday,weekday,19,28,0,0,0
1084,12/19/2014,2014,12,19,12_2014,19_12_2014,2014,2015,,Friday,weekday,27,32,0.001,0,0.001
1085,12/20/2014,2014,12,20,12_2014,20_12_2014,2014,2015,,Saturday,weekend,28,33,0.001,0,0.001
1086,12/21/2014,2014,12,21,12_2014,21_12_2014,2014,2015,,Sunday,weekend,31,36,0.001,0,0.001
1087,12/22/2014,2014,12,22,12_2014,22_12_2014,2014,2015,,Monday,weekday,28,41,0.001,0,0.32
1088,12/23/2014,2014,12,23,12_2014,23_12_2014,2014,2015,,Tuesday,weekday,38,48,0,0,0.19
1089,12/24/2014,2014,12,24,12_2014,24_12_2014,2014,2015,,Wednesday,weekday,36,40,0,0,0.001
1090,12/25/2014,2014,12,25,12_2014,25_12_2014,2014,2015,Christmas Day,Thursday,weekday,33,42,0,0,0
1091,12/26/2014,2014,12,26,12_2014,26_12_2014,2014,2015,,Friday,weekday,36,50,0,0,0
1092,12/27/2014,2014,12,27,12_2014,27_12_2014,2014,2015,,Saturday,weekend,31,49,0,0,0.001
1093,12/28/2014,2014,12,28,12_2014,28_12_2014,2014,2015,,Sunday,weekend,22,35,0,0,0
1094,12/29/2014,2014,12,29,12_2014,29_12_2014,2014,2015,,Monday,weekday,19,30,0,0,0
1095,12/30/2014,2014,12,30,12_2014,30_12_2014,2014,2015,,Tuesday,weekday,9,20,0,0,0
1096,12/31/2014,2014,12,31,12_2014,31_12_2014,2014,2015,,Wednesday,weekday,4,18,0,0,0
1097,1/1/2015,2015,1,1,01_2015,01_01_2015,2015,2015,"New Year's Day",Thursday,weekday,14,32,0,0,0
1098,1/2/2015,2015,1,2,01_2015,02_01_2015,2015,2015,,Friday,weekday,15,34,0,0,0
1099,1/3/2015,2015,1,3,01_2015,03_01_2015,2015,2015,,Saturday,weekend,29,34,0.4,0,0.57
1100,1/4/2015,2015,1,4,01_2015,04_01_2015,2015,2015,,Sunday,weekend,2,33,2.2,1.2,0.13
1101,1/5/2015,2015,1,5,01_2015,05_01_2015,2015,2015,,Monday,weekday,-3,6,1.8,2,0.15
1102,1/6/2015,2015,1,6,01_2015,06_01_2015,2015,2015,,Tuesday,weekday,-5,10,0.2,3.9,0.01
1103,1/7/2015,2015,1,7,01_2015,07_01_2015,2015,2015,,Wednesday,weekday,-6,6,0,3.1,0
1104,1/8/2015,2015,1,8,01_2015,08_01_2015,2015,2015,,Thursday,weekday,-8,18,3,3.1,0.06
1105,1/9/2015,2015,1,9,01_2015,09_01_2015,2015,2015,,Friday,weekday,0,11,0.001,5.1,0.001
1106,1/10/2015,2015,1,10,01_2015,10_01_2015,2015,2015,,Saturday,weekend,-2,24,0,3.9,0
1107,1/11/2015,2015,1,11,01_2015,11_01_2015,2015,2015,,Sunday,weekend,22,32,2.6,3.9,0.19
1108,1/12/2015,2015,1,12,01_2015,12_01_2015,2015,2015,,Monday,weekday,15,28,0.4,5.9,0.001
1109,1/13/2015,2015,1,13,01_2015,13_01_2015,2015,2015,,Tuesday,weekday,3,19,0.2,5.9,0.001
1110,1/14/2015,2015,1,14,01_2015,14_01_2015,2015,2015,,Wednesday,weekday,1,19,0.001,5.9,0.001
1111,1/15/2015,2015,1,15,01_2015,15_01_2015,2015,2015,,Thursday,weekday,17,34,0,5.1,0
1112,1/16/2015,2015,1,16,01_2015,16_01_2015,2015,2015,,Friday,weekday,23,34,0,3.9,0
1113,1/17/2015,2015,1,17,01_2015,17_01_2015,2015,2015,,Saturday,weekend,26,42,0,3.9,0
1114,1/18/2015,2015,1,18,01_2015,18_01_2015,2015,2015,,Sunday,weekend,27,40,0.001,0,0.001
1115,1/19/2015,2015,1,19,01_2015,19_01_2015,2015,2015,Martin Luther King Jr. Day,Monday,weekday,25,41,0.001,0,0.001
1116,1/20/2015,2015,1,20,01_2015,20_01_2015,2015,2015,,Tuesday,weekday,29,36,0,0,0.001
1117,1/21/2015,2015,1,21,01_2015,21_01_2015,2015,2015,,Wednesday,weekday,29,33,0.1,0,0.01
1118,1/22/2015,2015,1,22,01_2015,22_01_2015,2015,2015,,Thursday,weekday,28,31,0,0,0
1119,1/23/2015,2015,1,23,01_2015,23_01_2015,2015,2015,,Friday,weekday,29,31,0,0,0
1120,1/24/2015,2015,1,24,01_2015,24_01_2015,2015,2015,,Saturday,weekend,29,43,0,0,0
1121,1/25/2015,2015,1,25,01_2015,25_01_2015,2015,2015,,Sunday,weekend,24,34,0.6,0,0.08
1122,1/26/2015,2015,1,26,01_2015,26_01_2015,2015,2015,,Monday,weekday,15,26,1,0,0.07
1123,1/27/2015,2015,1,27,01_2015,27_01_2015,2015,2015,,Tuesday,weekday,20,32,0.001,1.2,0.001
1124,1/28/2015,2015,1,28,01_2015,28_01_2015,2015,2015,,Wednesday,weekday,19,34,0,1.2,0.01
1125,1/29/2015,2015,1,29,01_2015,29_01_2015,2015,2015,,Thursday,weekday,28,35,0.1,1.2,0.01
1126,1/30/2015,2015,1,30,01_2015,30_01_2015,2015,2015,,Friday,weekday,18,30,0.001,1.2,0.001
1127,1/31/2015,2015,1,31,01_2015,31_01_2015,2015,2015,,Saturday,weekend,19,36,1.3,0,0.12
1128,2/1/2015,2015,2,1,02_2015,01_02_2015,2015,2015,,Sunday,weekend,19,31,16.2,3.9,0.87
1129,2/2/2015,2015,2,2,02_2015,02_02_2015,2015,2015,,Monday,weekday,6,19,1.8,18.1,0.05
1130,2/3/2015,2015,2,3,02_2015,03_02_2015,2015,2015,,Tuesday,weekday,2,26,1.6,16.9,0.09
1131,2/4/2015,2015,2,4,02_2015,04_02_2015,2015,2015,,Wednesday,weekday,4,25,0.3,16.1,0.02
1132,2/5/2015,2015,2,5,02_2015,05_02_2015,2015,2015,,Thursday,weekday,-2,15,0,15,0
1133,2/6/2015,2015,2,6,02_2015,06_02_2015,2015,2015,,Friday,weekday,13,31,0,14.2,0
1134,2/7/2015,2015,2,7,02_2015,07_02_2015,2015,2015,,Saturday,weekend,18,41,0,14.2,0
1135,2/8/2015,2015,2,8,02_2015,08_02_2015,2015,2015,,Sunday,weekend,25,39,0.001,9.1,0.01
1136,2/9/2015,2015,2,9,02_2015,09_02_2015,2015,2015,,Monday,weekday,19,27,0.001,5.9,0.001
1137,2/10/2015,2015,2,10,02_2015,10_02_2015,2015,2015,,Tuesday,weekday,14,33,0,5.9,0
1138,2/11/2015,2015,2,11,02_2015,11_02_2015,2015,2015,,Wednesday,weekday,18,35,0.001,5.9,0.001
1139,2/12/2015,2015,2,12,02_2015,12_02_2015,2015,2015,,Thursday,weekday,8,18,0.001,5.9,0.001
1140,2/13/2015,2015,2,13,02_2015,13_02_2015,2015,2015,,Friday,weekday,5,26,0.001,5.1,0.001
1141,2/14/2015,2015,2,14,02_2015,14_02_2015,2015,2015,,Saturday,weekend,1,27,0.2,5.1,0.001
1142,2/15/2015,2015,2,15,02_2015,15_02_2015,2015,2015,,Sunday,weekend,-3,15,0.2,5.1,0.03
1143,2/16/2015,2015,2,16,02_2015,16_02_2015,2015,2015,"Presidents' Day",Monday,weekday,5,18,0,5.1,0
1144,2/17/2015,2015,2,17,02_2015,17_02_2015,2015,2015,,Tuesday,weekday,8,19,0.1,5.1,0.001
1145,2/18/2015,2015,2,18,02_2015,18_02_2015,2015,2015,,Wednesday,weekday,-3,8,0.001,5.1,0.001
1146,2/19/2015,2015,2,19,02_2015,19_02_2015,2015,2015,,Thursday,weekday,-8,4,0,5.1,0
1147,2/20/2015,2015,2,20,02_2015,20_02_2015,2015,2015,,Friday,weekday,-7,18,0.2,5.1,0.01
1148,2/21/2015,2015,2,21,02_2015,21_02_2015,2015,2015,,Saturday,weekend,17,32,0.001,5.1,0.001
1149,2/22/2015,2015,2,22,02_2015,22_02_2015,2015,2015,,Sunday,weekend,2,28,0.001,5.1,0.001
1150,2/23/2015,2015,2,23,02_2015,23_02_2015,2015,2015,,Monday,weekday,-4,12,0,5.1,0
1151,2/24/2015,2015,2,24,02_2015,24_02_2015,2015,2015,,Tuesday,weekday,4,29,0.1,5.1,0.01
1152,2/25/2015,2015,2,25,02_2015,25_02_2015,2015,2015,,Wednesday,weekday,10,26,2,5.1,0.17
1153,2/26/2015,2015,2,26,02_2015,26_02_2015,2015,2015,,Thursday,weekday,0,19,3.7,9.8,0.17
1154,2/27/2015,2015,2,27,02_2015,27_02_2015,2015,2015,,Friday,weekday,-2,14,0,9.8,0
1155,2/28/2015,2015,2,28,02_2015,28_02_2015,2015,2015,,Saturday,weekend,-10,21,0.4,9.1,0.02
1156,3/1/2015,2015,3,1,03_2015,01_03_2015,2015,2015,,Sunday,weekend,10,25,0.001,9.1,0.001
1157,3/2/2015,2015,3,2,03_2015,02_03_2015,2015,2015,,Monday,weekday,13,33,0,7.9,0
1158,3/3/2015,2015,3,3,03_2015,03_03_2015,2015,2015,,Tuesday,weekday,24,34,0.7,9.1,0.13
1159,3/4/2015,2015,3,4,03_2015,04_03_2015,2015,2015,,Wednesday,weekday,10,31,0,7.9,0
1160,3/5/2015,2015,3,5,03_2015,05_03_2015,2015,2015,,Thursday,weekday,3,16,0,7.1,0
1161,3/6/2015,2015,3,6,03_2015,06_03_2015,2015,2015,,Friday,weekday,0,27,0,7.1,0
1162,3/7/2015,2015,3,7,03_2015,07_03_2015,2015,2015,,Saturday,weekend,24,44,0,7.1,0
1163,3/8/2015,2015,3,8,03_2015,08_03_2015,2015,2015,,Sunday,weekend,28,40,0,3.9,0
1164,3/9/2015,2015,3,9,03_2015,09_03_2015,2015,2015,,Monday,weekday,25,50,0,3.9,0
1165,3/10/2015,2015,3,10,03_2015,10_03_2015,2015,2015,,Tuesday,weekday,35,51,0,0,0
1166,3/11/2015,2015,3,11,03_2015,11_03_2015,2015,2015,,Wednesday,weekday,30,51,0,0,0
1167,3/12/2015,2015,3,12,03_2015,12_03_2015,2015,2015,,Thursday,weekday,28,56,0,0,0
1168,3/13/2015,2015,3,13,03_2015,13_03_2015,2015,2015,,Friday,weekday,37,65,0,0,0
1169,3/14/2015,2015,3,14,03_2015,14_03_2015,2015,2015,,Saturday,weekend,37,60,0,0,0
1170,3/15/2015,2015,3,15,03_2015,15_03_2015,2015,2015,,Sunday,weekend,29,62,0,0,0
1171,3/16/2015,2015,3,16,03_2015,16_03_2015,2015,2015,,Monday,weekday,42,73,0,0,0
1172,3/17/2015,2015,3,17,03_2015,17_03_2015,2015,2015,,Tuesday,weekday,28,45,0,0,0
1173,3/18/2015,2015,3,18,03_2015,18_03_2015,2015,2015,,Wednesday,weekday,28,50,0,0,0
1174,3/19/2015,2015,3,19,03_2015,19_03_2015,2015,2015,,Thursday,weekday,37,46,0,0,0
1175,3/20/2015,2015,3,20,03_2015,20_03_2015,2015,2015,,Friday,weekday,38,50,0,0,0
1176,3/21/2015,2015,3,21,03_2015,21_03_2015,2015,2015,,Saturday,weekend,32,49,0,0,0
1177,3/22/2015,2015,3,22,03_2015,22_03_2015,2015,2015,,Sunday,weekend,26,35,0.2,0,0.02
1178,3/23/2015,2015,3,23,03_2015,23_03_2015,2015,2015,,Monday,weekday,28,31,5.6,2,0.61
1179,3/24/2015,2015,3,24,03_2015,24_03_2015,2015,2015,,Tuesday,weekday,19,37,0,5.1,0.04
1180,3/25/2015,2015,3,25,03_2015,25_03_2015,2015,2015,,Wednesday,weekday,35,41,0,2,0.25
1181,3/26/2015,2015,3,26,03_2015,26_03_2015,2015,2015,,Thursday,weekday,31,42,0,0,0
1182,3/27/2015,2015,3,27,03_2015,27_03_2015,2015,2015,,Friday,weekday,21,31,0.6,1.2,0.04
1183,3/28/2015,2015,3,28,03_2015,28_03_2015,2015,2015,,Saturday,weekend,20,36,0,0,0
1184,3/29/2015,2015,3,29,03_2015,29_03_2015,2015,2015,,Sunday,weekend,24,47,0.001,0,0.01
1185,3/30/2015,2015,3,30,03_2015,30_03_2015,2015,2015,,Monday,weekday,34,61,0,0,0.001
1186,3/31/2015,2015,3,31,03_2015,31_03_2015,2015,2015,,Tuesday,weekday,39,58,0,0,0
1187,4/1/2015,2015,4,1,04_2015,01_04_2015,2015,2015,,Wednesday,weekday,35,72,0,0,0
1188,4/2/2015,2015,4,2,04_2015,02_04_2015,2015,2015,,Thursday,weekday,50,65,0,0,0.36
1189,4/3/2015,2015,4,3,04_2015,03_04_2015,2015,2015,,Friday,weekday,30,53,0,0,0.001
1190,4/4/2015,2015,4,4,04_2015,04_04_2015,2015,2015,,Saturday,weekend,28,58,0,0,0
1191,4/5/2015,2015,4,5,04_2015,05_04_2015,2015,2015,,Sunday,weekend,36,66,0,0,0
1192,4/6/2015,2015,4,6,04_2015,06_04_2015,2015,2015,,Monday,weekday,34,62,0,0,0.04
1193,4/7/2015,2015,4,7,04_2015,07_04_2015,2015,2015,,Tuesday,weekday,38,46,0,0,0.001
1194,4/8/2015,2015,4,8,04_2015,08_04_2015,2015,2015,,Wednesday,weekday,40,50,0,0,0.05
1195,4/9/2015,2015,4,9,04_2015,09_04_2015,2015,2015,,Thursday,weekday,41,71,0,0,1.41
1196,4/10/2015,2015,4,10,04_2015,10_04_2015,2015,2015,,Friday,weekday,39,62,0,0,0.001
1197,4/11/2015,2015,4,11,04_2015,11_04_2015,2015,2015,,Saturday,weekend,38,62,0,0,0
1198,4/12/2015,2015,4,12,04_2015,12_04_2015,2015,2015,,Sunday,weekend,41,68,0,0,0.001
1199,4/13/2015,2015,4,13,04_2015,13_04_2015,2015,2015,,Monday,weekday,49,65,0,0,0.22
1200,4/14/2015,2015,4,14,04_2015,14_04_2015,2015,2015,,Tuesday,weekday,39,66,0,0,0
1201,4/15/2015,2015,4,15,04_2015,15_04_2015,2015,2015,,Wednesday,weekday,43,64,0,0,0
1202,4/16/2015,2015,4,16,04_2015,16_04_2015,2015,2015,,Thursday,weekday,45,66,0,0,0.001
1203,4/17/2015,2015,4,17,04_2015,17_04_2015,2015,2015,,Friday,weekday,45,78,0,0,0
1204,4/18/2015,2015,4,18,04_2015,18_04_2015,2015,2015,,Saturday,weekend,47,65,0,0,0
1205,4/19/2015,2015,4,19,04_2015,19_04_2015,2015,2015,,Sunday,weekend,48,68,0,0,0.46
1206,4/20/2015,2015,4,20,04_2015,20_04_2015,2015,2015,,Monday,weekday,41,52,0,0,0.01
1207,4/21/2015,2015,4,21,04_2015,21_04_2015,2015,2015,,Tuesday,weekday,38,54,0,0,0.001
1208,4/22/2015,2015,4,22,04_2015,22_04_2015,2015,2015,,Wednesday,weekday,34,46,0.001,0,0.001
1209,4/23/2015,2015,4,23,04_2015,23_04_2015,2015,2015,,Thursday,weekday,32,55,0,0,0
1210,4/24/2015,2015,4,24,04_2015,24_04_2015,2015,2015,,Friday,weekday,29,57,0,0,0.16
1211,4/25/2015,2015,4,25,04_2015,25_04_2015,2015,2015,,Saturday,weekend,39,48,0,0,0.16
1212,4/26/2015,2015,4,26,04_2015,26_04_2015,2015,2015,,Sunday,weekend,35,56,0,0,0
1213,4/27/2015,2015,4,27,04_2015,27_04_2015,2015,2015,,Monday,weekday,38,55,0,0,0
1214,4/28/2015,2015,4,28,04_2015,28_04_2015,2015,2015,,Tuesday,weekday,35,58,0,0,0
1215,4/29/2015,2015,4,29,04_2015,29_04_2015,2015,2015,,Wednesday,weekday,38,61,0,0,0.001
1216,4/30/2015,2015,4,30,04_2015,30_04_2015,2015,2015,,Thursday,weekday,38,51,0,0,0
1217,5/1/2015,2015,5,1,05_2015,01_05_2015,2015,2015,,Friday,weekday,38,67,0,0,0
1218,5/2/2015,2015,5,2,05_2015,02_05_2015,2015,2015,,Saturday,weekend,50,76,0,0,0
1219,5/3/2015,2015,5,3,05_2015,03_05_2015,2015,2015,,Sunday,weekend,55,78,0,0,0.42
1220,5/4/2015,2015,5,4,05_2015,04_05_2015,2015,2015,,Monday,weekday,55,74,0,0,0.001
1221,5/5/2015,2015,5,5,05_2015,05_05_2015,2015,2015,,Tuesday,weekday,47,56,0,0,0.95
1222,5/6/2015,2015,5,6,05_2015,06_05_2015,2015,2015,,Wednesday,weekday,46,77,0,0,0
1223,5/7/2015,2015,5,7,05_2015,07_05_2015,2015,2015,,Thursday,weekday,52,83,0,0,0.04
1224,5/8/2015,2015,5,8,05_2015,08_05_2015,2015,2015,,Friday,weekday,63,81,0,0,0.75
1225,5/9/2015,2015,5,9,05_2015,09_05_2015,2015,2015,,Saturday,weekend,47,64,0,0,0.29
1226,5/10/2015,2015,5,10,05_2015,10_05_2015,2015,2015,,Sunday,weekend,45,54,0,0,0.14
1227,5/11/2015,2015,5,11,05_2015,11_05_2015,2015,2015,,Monday,weekday,47,68,0,0,0.22
1228,5/12/2015,2015,5,12,05_2015,12_05_2015,2015,2015,,Tuesday,weekday,44,56,0,0,0.001
1229,5/13/2015,2015,5,13,05_2015,13_05_2015,2015,2015,,Wednesday,weekday,40,52,0,0,0
1230,5/14/2015,2015,5,14,05_2015,14_05_2015,2015,2015,,Thursday,weekday,43,66,0,0,0.24
1231,5/15/2015,2015,5,15,05_2015,15_05_2015,2015,2015,,Friday,weekday,57,76,0,0,0.001
1232,5/16/2015,2015,5,16,05_2015,16_05_2015,2015,2015,,Saturday,weekend,62,79,0,0,0.03
1233,5/17/2015,2015,5,17,05_2015,17_05_2015,2015,2015,,Sunday,weekend,66,82,0,0,0.001
1234,5/18/2015,2015,5,18,05_2015,18_05_2015,2015,2015,,Monday,weekday,49,77,0,0,0
1235,5/19/2015,2015,5,19,05_2015,19_05_2015,2015,2015,,Tuesday,weekday,40,53,0,0,0
1236,5/20/2015,2015,5,20,05_2015,20_05_2015,2015,2015,,Wednesday,weekday,39,48,0,0,0.04
1237,5/21/2015,2015,5,21,05_2015,21_05_2015,2015,2015,,Thursday,weekday,45,69,0,0,0
1238,5/22/2015,2015,5,22,05_2015,22_05_2015,2015,2015,,Friday,weekday,47,66,0,0,0
1239,5/23/2015,2015,5,23,05_2015,23_05_2015,2015,2015,,Saturday,weekend,46,80,0,0,0
1240,5/24/2015,2015,5,24,05_2015,24_05_2015,2015,2015,,Sunday,weekend,59,72,0,0,0.36
1241,5/25/2015,2015,5,25,05_2015,25_05_2015,2015,2015,Memorial Day,Monday,weekday,65,78,0,0,0.07
1242,5/26/2015,2015,5,26,05_2015,26_05_2015,2015,2015,,Tuesday,weekday,64,74,0,0,0.5
1243,5/27/2015,2015,5,27,05_2015,27_05_2015,2015,2015,,Wednesday,weekday,59,74,0,0,0.001
1244,5/28/2015,2015,5,28,05_2015,28_05_2015,2015,2015,,Thursday,weekday,54,82,0,0,0
1245,5/29/2015,2015,5,29,05_2015,29_05_2015,2015,2015,,Friday,weekday,63,81,0,0,0.2
1246,5/30/2015,2015,5,30,05_2015,30_05_2015,2015,2015,,Saturday,weekend,44,71,0,0,0.41
1247,5/31/2015,2015,5,31,05_2015,31_05_2015,2015,2015,,Sunday,weekend,42,55,0,0,0.001
1248,6/1/2015,2015,6,1,06_2015,01_06_2015,2015,2015,,Monday,weekday,44,60,0,0,0
1249,6/2/2015,2015,6,2,06_2015,02_06_2015,2015,2015,,Tuesday,weekday,42,70,0,0,0
1250,6/3/2015,2015,6,3,06_2015,03_06_2015,2015,2015,,Wednesday,weekday,50,77,0,0,0
1251,6/4/2015,2015,6,4,06_2015,04_06_2015,2015,2015,,Thursday,weekday,57,81,0,0,0
1252,6/5/2015,2015,6,5,06_2015,05_06_2015,2015,2015,,Friday,weekday,55,70,0,0,0
