DateID,Date,Year,Month,Day,Month-Year,Day-Month-Year,ChicagoFiscalYear,IllinoisFiscalYear,Federal Holiday,DayOfWeek,Weekend,MinTemp(F),MaxTemp(F),New Snow,Snow Depth,Precipitation
1874,2/16/2017,2017,2,16,02_2017,16_02_2017,2017,2017,"Birthday of Martin Luther King, Jr.",Thursday,weekday,30,41,0,0,0
1875,2/17/2017,2017,2,17,02_2017,17_02_2017,2017,2017,,Friday,weekday,27,67,0,0,0
1876,2/18/2017,2017,2,18,02_2017,18_02_2017,2017,2017,,Saturday,weekend,40,70,0,0,0
1877,2/19/2017,2017,2,19,02_2017,19_02_2017,2017,2017,,Sunday,weekend,35,69,0,0,0
1878,2/20/2017,2017,2,20,02_2017,20_02_2017,2017,2017,"Washington's Birthday",Monday,weekday,41,70,0,0,0
1879,2/21/2017,2017,2,21,02_2017,21_02_2017,2017,2017,,Tuesday,weekday,49,66,0,0,0.04
1880,2/22/2017,2017,2,22,02_2017,22_02_2017,2017,2017,,Wednesday,weekday,50,68,0,0,0
1881,2/23/2017,2017,2,23,02_2017,23_02_2017,2017,2017,,Thursday,weekday,38,59,0,0,0.21
1882,2/24/2017,2017,2,24,02_2017,24_02_2017,2017,2017,,Friday,weekday,33,40,0,0,0.15
1883,2/25/2017,2017,2,25,02_2017,25_02_2017,2017,2017,,Saturday,weekend,23,33,0.001,0,0.001
1884,2/26/2017,2017,2,26,02_2017,26_02_2017,2017,2017,,Sunday,weekend,21,49,0,0,0.001
1885,2/27/2017,2017,2,27,02_2017,27_02_2017,2017,2017,,Monday,weekday,27,54,0,0,0
1886,2/28/2017,2017,2,28,02_2017,28_02_2017,2017,2017,,Tuesday,weekday,47,60,0,0,0.65
1887,3/1/2017,2017,3,1,03_2017,01_03_2017,2017,2017,,Wednesday,weekday,32,54,0.001,0,0.12
1888,3/2/2017,2017,3,2,03_2017,02_03_2017,2017,2017,,Thursday,weekday,27,35,0.001,0,0.001
1889,3/3/2017,2017,3,3,03_2017,03_03_2017,2017,2017,,Friday,weekday,21,33,0,0,0
1890,3/4/2017,2017,3,4,03_2017,04_03_2017,2017,2017,,Saturday,weekend,28,42,0.1,0,0.01
1891,3/5/2017,2017,3,5,03_2017,05_03_2017,2017,2017,,Sunday,weekend,32,60,0,0,0
1892,3/6/2017,2017,3,6,03_2017,06_03_2017,2017,2017,,Monday,weekday,52,65,0,0,0.001
1893,3/7/2017,2017,3,7,03_2017,07_03_2017,2017,2017,,Tuesday,weekday,44,65,0,0,0.24
1894,3/8/2017,2017,3,8,03_2017,08_03_2017,2017,2017,,Wednesday,weekday,40,53,0,0,0
1895,3/9/2017,2017,3,9,03_2017,09_03_2017,2017,2017,,Thursday,weekday,29,42,0,0,0
1896,3/10/2017,2017,3,10,03_2017,10_03_2017,2017,2017,,Friday,weekday,23,36,0,0,0
1897,3/11/2017,2017,3,11,03_2017,11_03_2017,2017,2017,,Saturday,weekend,18,32,0,0,0
1898,3/12/2017,2017,3,12,03_2017,12_03_2017,2017,2017,,Sunday,weekend,18,36,0.4,0,0.05
1899,3/13/2017,2017,3,13,03_2017,13_03_2017,2017,2017,,Monday,weekday,27,31,3.9,2,0.24
1900,3/14/2017,2017,3,14,03_2017,14_03_2017,2017,2017,,Tuesday,weekday,19,28,3.4,5.9,0.19
1901,3/15/2017,2017,3,15,03_2017,15_03_2017,2017,2017,,Wednesday,weekday,16,33,0,2,0
1902,3/16/2017,2017,3,16,03_2017,16_03_2017,2017,2017,,Thursday,weekday,18,42,0,1.2,0
1903,3/17/2017,2017,3,17,03_2017,17_03_2017,2017,2017,,Friday,weekday,36,50,0.001,0,0.03
1904,3/18/2017,2017,3,18,03_2017,18_03_2017,2017,2017,,Saturday,weekend,32,45,0,0,0
1905,3/19/2017,2017,3,19,03_2017,19_03_2017,2017,2017,,Sunday,weekend,29,53,0,0,0
1906,3/20/2017,2017,3,20,03_2017,20_03_2017,2017,2017,,Monday,weekday,37,54,0,0,0.13
1907,3/21/2017,2017,3,21,03_2017,21_03_2017,2017,2017,,Tuesday,weekday,33,54,0,0,0
1908,3/22/2017,2017,3,22,03_2017,22_03_2017,2017,2017,,Wednesday,weekday,28,37,0,0,0
1909,3/23/2017,2017,3,23,03_2017,23_03_2017,2017,2017,,Thursday,weekday,29,50,0,0,0.02
1910,3/24/2017,2017,3,24,03_2017,24_03_2017,2017,2017,,Friday,weekday,42,82,0,0,0.001
1911,3/25/2017,2017,3,25,03_2017,25_03_2017,2017,2017,,Saturday,weekend,41,47,0,0,0.71
1912,3/26/2017,2017,3,26,03_2017,26_03_2017,2017,2017,,Sunday,weekend,47,62,0,0,0.3
1913,3/27/2017,2017,3,27,03_2017,27_03_2017,2017,2017,,Monday,weekday,42,52,0,0,0.001
1914,3/28/2017,2017,3,28,03_2017,28_03_2017,2017,2017,,Tuesday,weekday,36,50,0,0,0
1915,3/29/2017,2017,3,29,03_2017,29_03_2017,2017,2017,,Wednesday,weekday,35,49,0,0,0.11
1916,3/30/2017,2017,3,30,03_2017,30_03_2017,2017,2017,,Thursday,weekday,39,45,0,0,1.84
1917,3/31/2017,2017,3,31,03_2017,31_03_2017,2017,2017,,Friday,weekday,36,44,0,0,0.02
1918,4/1/2017,2017,4,1,04_2017,01_04_2017,2017,2017,,Saturday,weekend,34,59,0,0,0
1919,4/2/2017,2017,4,2,04_2017,02_04_2017,2017,2017,,Sunday,weekend,42,61,0,0,0.001
1920,4/3/2017,2017,4,3,04_2017,03_04_2017,2017,2017,,Monday,weekday,46,54,0,0,0.19
1921,4/4/2017,2017,4,4,04_2017,04_04_2017,2017,2017,,Tuesday,weekday,43,56,0,0,0.02
1922,4/5/2017,2017,4,5,04_2017,05_04_2017,2017,2017,,Wednesday,weekday,40,47,0,0,1.04
1923,4/6/2017,2017,4,6,04_2017,06_04_2017,2017,2017,,Thursday,weekday,38,51,0,0,0.29
1924,4/7/2017,2017,4,7,04_2017,07_04_2017,2017,2017,,Friday,weekday,37,54,0,0,0
1925,4/8/2017,2017,4,8,04_2017,08_04_2017,2017,2017,,Saturday,weekend,37,68,0,0,0
1926,4/9/2017,2017,4,9,04_2017,09_04_2017,2017,2017,,Sunday,weekend,57,77,0,0,0
1927,4/10/2017,2017,4,10,04_2017,10_04_2017,2017,2017,,Monday,weekday,41,78,0,0,0.32
1928,4/11/2017,2017,4,11,04_2017,11_04_2017,2017,2017,,Tuesday,weekday,41,54,0,0,0.001
1929,4/12/2017,2017,4,12,04_2017,12_04_2017,2017,2017,,Wednesday,weekday,38,59,0,0,0
1930,4/13/2017,2017,4,13,04_2017,13_04_2017,2017,2017,,Thursday,weekday,44,60,0,0,0.19
1931,4/14/2017,2017,4,14,04_2017,14_04_2017,2017,2017,,Friday,weekday,47,66,0,0,0.06
1932,4/15/2017,2017,4,15,04_2017,15_04_2017,2017,2017,,Saturday,weekend,61,82,0,0,0.09
1933,4/16/2017,2017,4,16,04_2017,16_04_2017,2017,2017,,Sunday,weekend,52,73,0,0,0.59
1934,4/17/2017,2017,4,17,04_2017,17_04_2017,2017,2017,,Monday,weekday,44,69,0,0,0
1935,4/18/2017,2017,4,18,04_2017,18_04_2017,2017,2017,,Tuesday,weekday,41,76,0,0,0
1936,4/19/2017,2017,4,19,04_2017,19_04_2017,2017,2017,,Wednesday,weekday,45,70,0,0,0.01
1937,4/20/2017,2017,4,20,04_2017,20_04_2017,2017,2017,,Thursday,weekday,48,73,0,0,0.001
1938,4/21/2017,2017,4,21,04_2017,21_04_2017,2017,2017,,Friday,weekday,44,53,0,0,0
1939,4/22/2017,2017,4,22,04_2017,22_04_2017,2017,2017,,Saturday,weekend,38,60,0,0,0
1940,4/23/2017,2017,4,23,04_2017,23_04_2017,2017,2017,,Sunday,weekend,37,72,0,0,0
1941,4/24/2017,2017,4,24,04_2017,24_04_2017,2017,2017,,Monday,weekday,40,73,0,0,0
1942,4/25/2017,2017,4,25,04_2017,25_04_2017,2017,2017,,Tuesday,weekday,52,79,0,0,0
1943,4/26/2017,2017,4,26,04_2017,26_04_2017,2017,2017,,Wednesday,weekday,60,74,0,0,0.22
1944,4/27/2017,2017,4,27,04_2017,27_04_2017,2017,2017,,Thursday,weekday,41,62,0,0,0.14
1945,4/28/2017,2017,4,28,04_2017,28_04_2017,2017,2017,,Friday,weekday,40,60,0,0,0.001
1946,4/29/2017,2017,4,29,04_2017,29_04_2017,2017,2017,,Saturday,weekend,40,46,0,0,1.95
1947,4/30/2017,2017,4,30,04_2017,30_04_2017,2017,2017,,Sunday,weekend,42,47,0,0,1.32
1948,5/1/2017,2017,5,1,05_2017,01_05_2017,2017,2017,,Monday,weekday,45,57,0,0,0.09
1949,5/2/2017,2017,5,2,05_2017,02_05_2017,2017,2017,,Tuesday,weekday,41,51,0,0,0.01
1950,5/3/2017,2017,5,3,05_2017,03_05_2017,2017,2017,,Wednesday,weekday,35,56,0,0,0
1951,5/4/2017,2017,5,4,05_2017,04_05_2017,2017,2017,,Thursday,weekday,43,54,0,0,0
1952,5/5/2017,2017,5,5,05_2017,05_05_2017,2017,2017,,Friday,weekday,41,61,0,0,0.001
1953,5/6/2017,2017,5,6,05_2017,06_05_2017,2017,2017,,Saturday,weekend,44,58,0,0,0.11
1954,5/7/2017,2017,5,7,05_2017,07_05_2017,2017,2017,,Sunday,weekend,36,59,0,0,0
1955,5/8/2017,2017,5,8,05_2017,08_05_2017,2017,2017,,Monday,weekday,34,57,0,0,0.02
1956,5/9/2017,2017,5,9,05_2017,09_05_2017,2017,2017,,Tuesday,weekday,42,61,0,0,0.13
1957,5/10/2017,2017,5,10,05_2017,10_05_2017,2017,2017,,Wednesday,weekday,44,67,0,0,0.87
1958,5/11/2017,2017,5,11,05_2017,11_05_2017,2017,2017,,Thursday,weekday,49,65,0,0,0.001
1959,5/12/2017,2017,5,12,05_2017,12_05_2017,2017,2017,,Friday,weekday,45,73,0,0,0
1960,5/13/2017,2017,5,13,05_2017,13_05_2017,2017,2017,,Saturday,weekend,47,82,0,0,0
1961,5/14/2017,2017,5,14,05_2017,14_05_2017,2017,2017,,Sunday,weekend,51,71,0,0,0
1962,5/15/2017,2017,5,15,05_2017,15_05_2017,2017,2017,,Monday,weekday,50,82,0,0,0.02
1963,5/16/2017,2017,5,16,05_2017,16_05_2017,2017,2017,,Tuesday,weekday,61,87,0,0,0
1964,5/17/2017,2017,5,17,05_2017,17_05_2017,2017,2017,,Wednesday,weekday,62,84,0,0,0.37
1965,5/18/2017,2017,5,18,05_2017,18_05_2017,2017,2017,,Thursday,weekday,48,78,0,0,0
1966,5/19/2017,2017,5,19,05_2017,19_05_2017,2017,2017,,Friday,weekday,43,50,0,0,0.23
1967,5/20/2017,2017,5,20,05_2017,20_05_2017,2017,2017,,Saturday,weekend,48,64,0,0,0.34
1968,5/21/2017,2017,5,21,05_2017,21_05_2017,2017,2017,,Sunday,weekend,51,65,0,0,0.05
1969,5/22/2017,2017,5,22,05_2017,22_05_2017,2017,2017,,Monday,weekday,48,73,0,0,0.01
1970,5/23/2017,2017,5,23,05_2017,23_05_2017,2017,2017,,Tuesday,weekday,55,62,0,0,0.33
1971,5/24/2017,2017,5,24,05_2017,24_05_2017,2017,2017,,Wednesday,weekday,53,62,0,0,0.17
1972,5/25/2017,2017,5,25,05_2017,25_05_2017,2017,2017,,Thursday,weekday,52,69,0,0,0
1973,5/26/2017,2017,5,26,05_2017,26_05_2017,2017,2017,,Friday,weekday,52,71,0,0,0.53
1974,5/27/2017,2017,5,27,05_2017,27_05_2017,2017,2017,,Saturday,weekend,52,78,0,0,0
1975,5/28/2017,2017,5,28,05_2017,28_05_2017,2017,2017,,Sunday,weekend,56,77,0,0,0.001
1976,5/29/2017,2017,5,29,05_2017,29_05_2017,2017,2017,Memorial Day,Monday,weekday,55,77,0,0,0
1977,5/30/2017,2017,5,30,05_2017,30_05_2017,2017,2017,,Tuesday,weekday,54,74,0,0,0.001
1978,5/31/2017,2017,5,31,05_2017,31_05_2017,2017,2017,,Wednesday,weekday,52,74,0,0,0
1979,6/1/2017,2017,6,1,06_2017,01_06_2017,2017,2017,,Thursday,weekday,51,81,0,0,0
1980,6/2/2017,2017,6,2,06_2017,02_06_2017,2017,2017,,Friday,weekday,53,86,0,0,0
1981,6/3/2017,2017,6,3,06_2017,03_06_2017,2017,2017,,Saturday,weekend,57,84,0,0,0.001
1982,6/4/2017,2017,6,4,06_2017,04_06_2017,2017,2017,,Sunday,weekend,66,92,0,0,0
1983,6/5/2017,2017,6,5,06_2017,05_06_2017,2017,2017,,Monday,weekday,59,75,0,0,0
1984,6/6/2017,2017,6,6,06_2017,06_06_2017,2017,2017,,Tuesday,weekday,54,76,0,0,0
1985,6/7/2017,2017,6,7,06_2017,07_06_2017,2017,2017,,Wednesday,weekday,56,77,0,0,0
1986,6/8/2017,2017,6,8,06_2017,08_06_2017,2017,2017,,Thursday,weekday,53,83,0,0,0.06
1987,6/9/2017,2017,6,9,06_2017,09_06_2017,2017,2017,,Friday,weekday,65,87,0,0,0.001
1988,6/10/2017,2017,6,10,06_2017,10_06_2017,2017,2017,,Saturday,weekend,64,90,0,0,0
1989,6/11/2017,2017,6,11,06_2017,11_06_2017,2017,2017,,Sunday,weekend,73,93,0,0,0
1990,6/12/2017,2017,6,12,06_2017,12_06_2017,2017,2017,,Monday,weekday,73,95,0,0,0
1991,6/13/2017,2017,6,13,06_2017,13_06_2017,2017,2017,,Tuesday,weekday,68,88,0,0,0
1992,6/14/2017,2017,6,14,06_2017,14_06_2017,2017,2017,,Wednesday,weekday,68,92,0,0,0.59
1993,6/15/2017,2017,6,15,06_2017,15_06_2017,2017,2017,,Thursday,weekday,68,91,0,0,0.07
1994,6/16/2017,2017,6,16,06_2017,16_06_2017,2017,2017,,Friday,weekday,67,86,0,0,0.22
1995,6/17/2017,2017,6,17,06_2017,17_06_2017,2017,2017,,Saturday,weekend,69,87,0,0,0.42
1996,6/18/2017,2017,6,18,06_2017,18_06_2017,2017,2017,,Sunday,weekend,69,79,0,0,0.001
1997,6/19/2017,2017,6,19,06_2017,19_06_2017,2017,2017,,Monday,weekday,62,80,0.001,0,0.03
1998,6/20/2017,2017,6,20,06_2017,20_06_2017,2017,2017,,Tuesday,weekday,58,80,0,0,0.001
1999,6/21/2017,2017,6,21,06_2017,21_06_2017,2017,2017,,Wednesday,weekday,55,80,0,0,0
2000,6/22/2017,2017,6,22,06_2017,22_06_2017,2017,2017,,Thursday,weekday,68,88,0,0,0.001
2001,6/23/2017,2017,6,23,06_2017,23_06_2017,2017,2017,,Friday,weekday,66,83,0,0,0.71
2002,6/24/2017,2017,6,24,06_2017,24_06_2017,2017,2017,,Saturday,weekend,59,75,0,0,0.02
2003,6/25/2017,2017,6,25,06_2017,25_06_2017,2017,2017,,Sunday,weekend,54,72,0,0,0
2004,6/26/2017,2017,6,26,06_2017,26_06_2017,2017,2017,,Monday,weekday,54,75,0,0,0
2005,6/27/2017,2017,6,27,06_2017,27_06_2017,2017,2017,,Tuesday,weekday,50,78,0,0,0
2006,6/28/2017,2017,6,28,06_2017,28_06_2017,2017,2017,,Wednesday,weekday,58,80,0,0,1.3
2007,6/29/2017,2017,6,29,06_2017,29_06_2017,2017,2017,,Thursday,weekday,66,81,0,0,0.02
2008,6/30/2017,2017,6,30,06_2017,30_06_2017,2017,2017,,Friday,weekday,64,84,0,0,0
2009,7/1/2017,2017,7,1,07_2017,01_07_2017,2017,2018,,Saturday,weekend,66,82,0,0,0
2010,7/2/2017,2017,7,2,07_2017,02_07_2017,2017,2018,,Sunday,weekend,62,89,0,0,0
2011,7/3/2017,2017,7,3,07_2017,03_07_2017,2017,2018,,Monday,weekday,66,80,0,0,0.04
2012,7/4/2017,2017,7,4,07_2017,04_07_2017,2017,2018,Independence Day,Tuesday,weekday,64,83,0,0,0
2013,7/5/2017,2017,7,5,07_2017,05_07_2017,2017,2018,,Wednesday,weekday,65,89,0,0,0
2014,7/6/2017,2017,7,6,07_2017,06_07_2017,2017,2018,,Thursday,weekday,69,93,0,0,0
2015,7/7/2017,2017,7,7,07_2017,07_07_2017,2017,2018,,Friday,weekday,63,89,0,0,0.001
2016,7/8/2017,2017,7,8,07_2017,08_07_2017,2017,2018,,Saturday,weekend,62,80,0,0,0
2017,7/9/2017,2017,7,9,07_2017,09_07_2017,2017,2018,,Sunday,weekend,63,86,0,0,0
2018,7/10/2017,2017,7,10,07_2017,10_07_2017,2017,2018,,Monday,weekday,67,84,0,0,0.73
2019,7/11/2017,2017,7,11,07_2017,11_07_2017,2017,2018,,Tuesday,weekday,70,85,0,0,0.56
2020,7/12/2017,2017,7,12,07_2017,12_07_2017,2017,2018,,Wednesday,weekday,68,81,0.001,0,1.77
2021,7/13/2017,2017,7,13,07_2017,13_07_2017,2017,2018,,Thursday,weekday,72,83,0,0,0.001
2022,7/14/2017,2017,7,14,07_2017,14_07_2017,2017,2018,,Friday,weekday,63,73,0,0,0
2023,7/15/2017,2017,7,15,07_2017,15_07_2017,2017,2018,,Saturday,weekend,60,81,0,0,0
2024,7/16/2017,2017,7,16,07_2017,16_07_2017,2017,2018,,Sunday,weekend,60,78,0,0,0.001
2025,7/17/2017,2017,7,17,07_2017,17_07_2017,2017,2018,,Monday,weekday,56,79,0,0,0
2026,7/18/2017,2017,7,18,07_2017,18_07_2017,2017,2018,,Tuesday,weekday,60,89,0,0,0
2027,7/19/2017,2017,7,19,07_2017,19_07_2017,2017,2018,,Wednesday,weekday,70,88,0,0,0.48
2028,7/20/2017,2017,7,20,07_2017,20_07_2017,2017,2018,,Thursday,weekday,69,88,0,0,1.77
2029,7/21/2017,2017,7,21,07_2017,21_07_2017,2017,2018,,Friday,weekday,72,89,0.001,0,1.43
2030,7/22/2017,2017,7,22,07_2017,22_07_2017,2017,2018,,Saturday,weekend,72,88,0,0,0.66
2031,7/23/2017,2017,7,23,07_2017,23_07_2017,2017,2018,,Sunday,weekend,70,90,0,0,0.21
2032,7/24/2017,2017,7,24,07_2017,24_07_2017,2017,2018,,Monday,weekday,66,74,0,0,0
2033,7/25/2017,2017,7,25,07_2017,25_07_2017,2017,2018,,Tuesday,weekday,61,82,0,0,0
2034,7/26/2017,2017,7,26,07_2017,26_07_2017,2017,2018,,Wednesday,weekday,65,85,0,0,0.03
2035,7/27/2017,2017,7,27,07_2017,27_07_2017,2017,2018,,Thursday,weekday,70,82,0,0,0.001
2036,7/28/2017,2017,7,28,07_2017,28_07_2017,2017,2018,,Friday,weekday,67,79,0,0,0
2037,7/29/2017,2017,7,29,07_2017,29_07_2017,2017,2018,,Saturday,weekend,64,79,0,0,0
2038,7/30/2017,2017,7,30,07_2017,30_07_2017,2017,2018,,Sunday,weekend,62,84,0,0,0
2039,7/31/2017,2017,7,31,07_2017,31_07_2017,2017,2018,,Monday,weekday,65,86,0,0,0
2040,8/1/2017,2017,8,1,08_2017,01_08_2017,2017,2018,,Tuesday,weekday,67,86,0,0,0.92
2041,8/2/2017,2017,8,2,08_2017,02_08_2017,2017,2018,,Wednesday,weekday,66,87,0,0,0.001
2042,8/3/2017,2017,8,3,08_2017,03_08_2017,2017,2018,,Thursday,weekday,61,84,0,0,0.88
2043,8/4/2017,2017,8,4,08_2017,04_08_2017,2017,2018,,Friday,weekday,56,68,0,0,0.001
2044,8/5/2017,2017,8,5,08_2017,05_08_2017,2017,2018,,Saturday,weekend,60,80,0,0,0
2045,8/6/2017,2017,8,6,08_2017,06_08_2017,2017,2018,,Sunday,weekend,63,77,0,0,0
2046,8/7/2017,2017,8,7,08_2017,07_08_2017,2017,2018,,Monday,weekday,61,76,0,0,0.001
2047,8/8/2017,2017,8,8,08_2017,08_08_2017,2017,2018,,Tuesday,weekday,58,84,0,0,0
2048,8/9/2017,2017,8,9,08_2017,09_08_2017,2017,2018,,Wednesday,weekday,61,83,0,0,0
2049,8/10/2017,2017,8,10,08_2017,10_08_2017,2017,2018,,Thursday,weekday,62,84,0,0,0.03
2050,8/11/2017,2017,8,11,08_2017,11_08_2017,2017,2018,,Friday,weekday,65,78,0,0,0
2051,8/12/2017,2017,8,12,08_2017,12_08_2017,2017,2018,,Saturday,weekend,60,77,0,0,0
2052,8/13/2017,2017,8,13,08_2017,13_08_2017,2017,2018,,Sunday,weekend,57,80,0,0,0.001
2053,8/14/2017,2017,8,14,08_2017,14_08_2017,2017,2018,,Monday,weekday,62,83,0,0,0
2054,8/15/2017,2017,8,15,08_2017,15_08_2017,2017,2018,,Tuesday,weekday,68,84,0,0,0
2055,8/16/2017,2017,8,16,08_2017,16_08_2017,2017,2018,,Wednesday,weekday,67,88,0,0,0.17
2056,8/17/2017,2017,8,17,08_2017,17_08_2017,2017,2018,,Thursday,weekday,72,82,0,0,0.02
2057,8/18/2017,2017,8,18,08_2017,18_08_2017,2017,2018,,Friday,weekday,67,82,0,0,0
2058,8/19/2017,2017,8,19,08_2017,19_08_2017,2017,2018,,Saturday,weekend,63,86,0,0,0
2059,8/20/2017,2017,8,20,08_2017,20_08_2017,2017,2018,,Sunday,weekend,63,90,0,0,0.001
2060,8/21/2017,2017,8,21,08_2017,21_08_2017,2017,2018,,Monday,weekday,71,87,0,0,0.03
2061,8/22/2017,2017,8,22,08_2017,22_08_2017,2017,2018,,Tuesday,weekday,64,82,0,0,0.02
2062,8/23/2017,2017,8,23,08_2017,23_08_2017,2017,2018,,Wednesday,weekday,60,79,0,0,0
2063,8/24/2017,2017,8,24,08_2017,24_08_2017,2017,2018,,Thursday,weekday,56,75,0,0,0
2064,8/25/2017,2017,8,25,08_2017,25_08_2017,2017,2018,,Friday,weekday,52,74,0,0,0
2065,8/26/2017,2017,8,26,08_2017,26_08_2017,2017,2018,,Saturday,weekend,56,78,0,0,0.001
2066,8/27/2017,2017,8,27,08_2017,27_08_2017,2017,2018,,Sunday,weekend,62,78,0,0,0.01
2067,8/28/2017,2017,8,28,08_2017,28_08_2017,2017,2018,,Monday,weekday,64,80,0,0,0.36
2068,8/29/2017,2017,8,29,08_2017,29_08_2017,2017,2018,,Tuesday,weekday,61,76,0,0,0.07
2069,8/30/2017,2017,8,30,08_2017,30_08_2017,2017,2018,,Wednesday,weekday,60,82,0,0,0
2070,8/31/2017,2017,8,31,08_2017,31_08_2017,2017,2018,,Thursday,weekday,64,73,0,0,0
2071,9/1/2017,2017,9,1,09_2017,01_09_2017,2017,2018,,Friday,weekday,50,69,0,0,0
2072,9/2/2017,2017,9,2,09_2017,02_09_2017,2017,2018,,Saturday,weekend,50,75,0,0,0.25
2073,9/3/2017,2017,9,3,09_2017,03_09_2017,2017,2018,,Sunday,weekend,57,84,0,0,0
2074,9/4/2017,2017,9,4,09_2017,04_09_2017,2017,2018,Labor Day,Monday,weekday,62,82,0,0,0.001
2075,9/5/2017,2017,9,5,09_2017,05_09_2017,2017,2018,,Tuesday,weekday,54,70,0,0,0.001
2076,9/6/2017,2017,9,6,09_2017,06_09_2017,2017,2018,,Wednesday,weekday,49,67,0,0,0.001
2077,9/7/2017,2017,9,7,09_2017,07_09_2017,2017,2018,,Thursday,weekday,52,71,0,0,0
2078,9/8/2017,2017,9,8,09_2017,08_09_2017,2017,2018,,Friday,weekday,58,69,0,0,0.001
2079,9/9/2017,2017,9,9,09_2017,09_09_2017,2017,2018,,Saturday,weekend,54,72,0,0,0
2080,9/10/2017,2017,9,10,09_2017,10_09_2017,2017,2018,,Sunday,weekend,50,70,0,0,0
2081,9/11/2017,2017,9,11,09_2017,11_09_2017,2017,2018,,Monday,weekday,52,75,0,0,0
2082,9/12/2017,2017,9,12,09_2017,12_09_2017,2017,2018,,Tuesday,weekday,54,77,0,0,0
2083,9/13/2017,2017,9,13,09_2017,13_09_2017,2017,2018,,Wednesday,weekday,58,77,0,0,0.001
2084,9/14/2017,2017,9,14,09_2017,14_09_2017,2017,2018,,Thursday,weekday,59,81,0,0,0
2085,9/15/2017,2017,9,15,09_2017,15_09_2017,2017,2018,,Friday,weekday,62,87,0,0,0
2086,9/16/2017,2017,9,16,09_2017,16_09_2017,2017,2018,,Saturday,weekend,65,88,0,0,0
2087,9/17/2017,2017,9,17,09_2017,17_09_2017,2017,2018,,Sunday,weekend,63,86,0,0,0
2088,9/18/2017,2017,9,18,09_2017,18_09_2017,2017,2018,,Monday,weekday,58,77,0,0,0
2089,9/19/2017,2017,9,19,09_2017,19_09_2017,2017,2018,,Tuesday,weekday,64,79,0,0,0.07
2090,9/20/2017,2017,9,20,09_2017,20_09_2017,2017,2018,,Wednesday,weekday,62,92,0,0,0
2091,9/21/2017,2017,9,21,09_2017,21_09_2017,2017,2018,,Thursday,weekday,72,94,0,0,0
2092,9/22/2017,2017,9,22,09_2017,22_09_2017,2017,2018,,Friday,weekday,71,94,0,0,0
2093,9/23/2017,2017,9,23,09_2017,23_09_2017,2017,2018,,Saturday,weekend,72,95,0,0,0
2094,9/24/2017,2017,9,24,09_2017,24_09_2017,2017,2018,,Sunday,weekend,70,93,0,0,0
2095,9/25/2017,2017,9,25,09_2017,25_09_2017,2017,2018,,Monday,weekday,67,92,0,0,0
2096,9/26/2017,2017,9,26,09_2017,26_09_2017,2017,2018,,Tuesday,weekday,70,92,0,0,0
2097,9/27/2017,2017,9,27,09_2017,27_09_2017,2017,2018,,Wednesday,weekday,56,72,0,0,0
2098,9/28/2017,2017,9,28,09_2017,28_09_2017,2017,2018,,Thursday,weekday,53,74,0,0,0
2099,9/29/2017,2017,9,29,09_2017,29_09_2017,2017,2018,,Friday,weekday,56,70,0,0,0
2100,9/30/2017,2017,9,30,09_2017,30_09_2017,2017,2018,,Saturday,weekend,53,68,0,0,0
2101,10/1/2017,2017,10,1,10_2017,01_10_2017,2017,2018,,Sunday,weekend,48,72,0,0,0
2102,10/2/2017,2017,10,2,10_2017,02_10_2017,2017,2018,,Monday,weekday,58,83,0,0,0
2103,10/3/2017,2017,10,3,10_2017,03_10_2017,2017,2018,,Tuesday,weekday,67,78,0,0,0.001
2104,10/4/2017,2017,10,4,10_2017,04_10_2017,2017,2018,,Wednesday,weekday,58,76,0,0,0.03
2105,10/5/2017,2017,10,5,10_2017,05_10_2017,2017,2018,,Thursday,weekday,54,77,0,0,0.01
2106,10/6/2017,2017,10,6,10_2017,06_10_2017,2017,2018,,Friday,weekday,60,69,0,0,0.3
2107,10/7/2017,2017,10,7,10_2017,07_10_2017,2017,2018,,Saturday,weekend,60,79,0,0,0.43
2108,10/8/2017,2017,10,8,10_2017,08_10_2017,2017,2018,,Sunday,weekend,54,78,0,0,0
2109,10/9/2017,2017,10,9,10_2017,09_10_2017,2017,2018,Columbus Day,Monday,weekday,52,81,0,0,0
2110,10/10/2017,2017,10,10,10_2017,10_10_2017,2017,2018,,Tuesday,weekday,58,63,0,0,0.78
2111,10/11/2017,2017,10,11,10_2017,11_10_2017,2017,2018,,Wednesday,weekday,56,62,0,0,0.79
2112,10/12/2017,2017,10,12,10_2017,12_10_2017,2017,2018,,Thursday,weekday,56,60,0,0,0.001
2113,10/13/2017,2017,10,13,10_2017,13_10_2017,2017,2018,,Friday,weekday,55,73,0,0,0
2114,10/14/2017,2017,10,14,10_2017,14_10_2017,2017,2018,,Saturday,weekend,62,66,0,0,4.19
2115,10/15/2017,2017,10,15,10_2017,15_10_2017,2017,2018,,Sunday,weekend,47,68,0,0,0.2
2116,10/16/2017,2017,10,16,10_2017,16_10_2017,2017,2018,,Monday,weekday,43,63,0,0,0
2117,10/17/2017,2017,10,17,10_2017,17_10_2017,2017,2018,,Tuesday,weekday,49,70,0,0,0
2118,10/18/2017,2017,10,18,10_2017,18_10_2017,2017,2018,,Wednesday,weekday,47,71,0,0,0
2119,10/19/2017,2017,10,19,10_2017,19_10_2017,2017,2018,,Thursday,weekday,51,70,0,0,0
